DITI SCADUTI,,,,,
(migliaia di euro),Creuiclalnello del fondo svalutazione,Crediti non scaduti,a O a 90 giorni,0 e 365 giorni,> 1anno
31.12.2022,36.658,36.043,,,
31.12.2021,265.341,264.726,,,
10 Disponibili,ità liquide e m,ezzi equiva,enti,,
(migliaia di euro),31.12.2022,31.12.2021,VARIAZIONE,,
Depositi bancari e postali,404.5,411.303,,,
Mezzi Equivalenti,620.0,250.000,370.0,,
Denaro e valori in cassa,337,,,,
