13 Fondo rinnovo infrastre corrente),Itture aeropo,rtuali,uota no,n corren,te
(migliaia di euro),31.12.2021,ACC.TI,EFFETTO AT - TUALIZZAZ.,UTILIZZI OPERATIVI (*),31.12.2022
Fondo rinnovo infrastrutture aeroportuali,216.871,56.964,1.223,(41.080),233.978
di cui,,,,,
quota corrente,55.138,76.548,,,
quota non corrente,161.733,157.430,,,
