,,,,,,,
ABELLA 45 Percentuale di ripartizione della,esa di fornitura,,,,,,
Componente del valore,UdM,2022,2022,2021,2021,2020,2019
Ripartizione spesa di fornitura estero,14,14,,,,,
Ripartizione spesa di fornitura Italia,86,86,,,,,
