DITI SCADUTI,,,,,
nigliaia di euro),creaitl alnetto del fondo svalutazione,Crediti non scaduti,Da 0 a 90 giorni,0 e 365 giorni,> 1anno
1.12.2022,36.658,36.043,,,
1.12.2021,265.341,264.726,,,
10 Disponibili,tà liquide e m,ezzi equiva,enti,,
nigliaia di euro),31.12.2022,31.12.2021,VARIAZIONE,,
epositi bancari e postali,404.58,411.303,,,
lezzi Equivalenti,620.OC,250.000,370,,
enaro e valori in cassa,337,,,,
OTALE DISPONIBILITÀ LIOUE,IDEEMEZZI EOUIVALENTI,1.024.98,661.640,363.2,
