0,1,2,3,4,5
FIUMICINO,,,,,
Acqua potabile,Mc,621.797,518.247,560.745,883.526
Acqua industriale,Mc,1.230.884,1.068.769,1.226.732,1.237.000
CIAMPINO,,,,,
Acqua potabile,Mc,185.214,191.451,112.394,101.300
