0,1
4.9 Trasmissione e distribuzione di energia elettrica,"Gestione dei sistemi di trasmissione e distribuzione che trasportano
energia elettrica all’interno degli edifici di cui il Gruppo esercita la
proprietà."
4.15. Distribuzione del teleriscaldamento/teleraffrescamento,"Gestione dell’infrastruttura per la distribuzione del teleriscaldamento e
teleraffrescamento negli edifici di cui il Gruppo esercita la proprietà."
"5.1. Costruzione, espansione e gestione di sistemi di raccolta, trattamento
e fornitura di acqua","Gestione del sistema di raccolta, trattamento e fornitura di acqua potabile
degli edifici di cui il Gruppo esercita la proprietà."
"5.3. Costruzione, espansione e gestione di sistemi di raccolta e trattamento
delle acque reflue","Gestione e trattamento del sistema di acque reflue degli edifici di cui il
Gruppo esercita la proprietà."
"5.5. Raccolta e trasporto di rifiuti non pericolosi in frazioni separate alla
fonte","Gestione del sistema di raccolta differenziata dei rifiuti connessi agli
edifici di cui il Gruppo esercita la proprietà."
"6.3. Trasporto urbano e suburbano, trasporto di passeggeri su strada","Gestione del servizio di shuttle che collega le strutture alberghiere con
l’aeroporto di Fiumicino."
"6.15. Infrastrutture che consentono il trasporto su strada e il trasporto
pubblico a basse emissioni di carbonio","Gestione dell’infrastruttura adibita al trasporto su strada a zero emissioni
di CO, nel quale vengono considerati i servizi taxi, NCC, car rental e car
2
sharing elettrici; dell’infrastruttura necessaria per il trasporto pubblico dei
bus che collegano l’aeroporto con la città; dell’infrastruttura per il carico,
lo scarico e il trasbordo di beni."
6.17. Infrastrutture aeroportuali a basse emissioni di carbonio,"Manutenzione e gestione dell’infrastruttura che consente la fornitura
di energia elettrica e aria precondizionata agli aeromobili in sosta dove
le emissioni di CO sono pari a zero. Sono escluse le attività derivanti da
2
infrastrutture aeroportuali in quanto non a zero emissioni di CO.
2"
7.7. Acquisto e proprietà di edifici,"Esercizio della proprietà degli edifici in cui vengono affittati degli spazi
commerciali Retail e Real Estate e gestione delle operazioni aeroportuali43."
