0,1,2,3,4,5
,"issulf ilauttartnoc
elatoT","oizicrese’l
ortnE","inna
2
a
1
aD","inna
5
a
2
aD","inna
5
id
ùiP"
Prestiti obbligazionari,(1.698.107),(266.357),(21.750),(565.250),(844.750)
Finanziamenti a medio-lungo termine6,(713.222),(51.581),(51.240),(339.948),(270.453)
Derivati con fair value positivo,63.532,4.076,10.019,20.819,28.618
Derivati con fair value negativo7,(83.952),(83.952),0,0,0
TOTALE,(2.431.749),(397.814),(62.971),(884.379),(1.086.585)
