0,1,2,3,4,5
Energia consumata all’interno dell’organizzazione per i due scali68,GJ,822.419,719.195,657.157,902.323
Da fonti di energia rinnovabili69,GJ,71.437,67.859,15.228,29.729
Energia elettrica,GJ,551.984,468.640,424.560,596.205
Gas naturale e calore da cogenerazione70,GJ,270.435,249.390,230.575,303.062
Di cui per riscaldamento,GJ,172.717,177.513,157.906,167.308
Di cui per raffreddamento,GJ,,-,-,-
Gasolio per gruppi di emergenza,GJ,3.756,1.165,2.021,3.055
