0,1,2
Carburante e lubrificanti,1.704,1.025
"Energia elettrica, gas e acqua",29.978,10.832
"Materiali di consumo, ricambi e materiali vari",4.071,6.398
TOTALE CONSUMO DI MATERIE PRIME E MATERIALI DI CONSUMO,35.753,18.255
