0,1,2
Canoni concessori,26.352,10.034
Costi per godimento beni terzi,2.584,1.004
Accantonamenti (utilizzi) al fondo rinnovo infrastrutture aeroportuali,15.884,17.085
Accantonamenti (riassorbimenti) fondi per rischi ed oneri,(1.770),4.573
Altri costi:,,
Accantonamenti (riassorbimenti) per svalutazione crediti,(866),137.035
Imposte indirette e tasse,5.335,6.531
Oneri diversi,5.151,4.495
TOTALE ALTRI COSTI OPERATIVI,52.670,180.757
