0,1,2
Modifiche all’IFRS 3 – Aggregazioni aziendali;,1° gennaio 2022,Luglio 2021
"IAS 16 Immobili, impianti e macchinari;",,
"IAS 37 Accantonamenti, passività e attività potenziali;",,
Annual Improvements 2018-2020,,
